"Exness","Symbol","Timestamp","Bid","Ask"
"exness","EURUSD","2023-06-21 00:00:00.141Z",1.0919699999999999,1.09202
"exness","EURUSD","2023-06-21 00:00:00.501Z",1.09195,1.09201
"exness","EURUSD","2023-06-21 00:00:01.699Z",1.09196,1.09202
"exness","EURUSD","2023-06-21 00:00:02.727Z",1.09196,1.09203
"exness","EURUSD","2023-06-21 00:00:03.738Z",1.0919699999999999,1.09202
"exness","EURUSD","2023-06-21 00:00:04.842Z",1.09196,1.09203
"exness","EURUSD","2023-06-21 00:00:06.079Z",1.09195,1.09202
"exness","EURUSD","2023-06-21 00:00:07.339Z",1.09196,1.09201
"exness","EURUSD","2023-06-21 00:00:08.413Z",1.09196,1.09202
"exness","EURUSD","2023-06-21 00:00:11.312Z",1.09194,1.092
"exness","EURUSD","2023-06-21 00:00:16.498Z",1.09193,1.092
"exness","EURUSD","2023-06-21 00:00:17.706Z",1.09193,1.09199
"exness","EURUSD","2023-06-21 00:00:23.130Z",1.09193,1.092
"exness","EURUSD","2023-06-21 00:00:26.392Z",1.09194,1.092
"exness","EURUSD","2023-06-21 00:00:27.661Z",1.09195,1.092
"exness","EURUSD","2023-06-21 00:00:28.741Z",1.09194,1.092
"exness","EURUSD","2023-06-21 00:00:29.428Z",1.09196,1.09202
"exness","EURUSD","2023-06-21 00:00:32.182Z",1.09196,1.09203
"exness","EURUSD","2023-06-21 00:00:33.481Z",1.09196,1.09202
"exness","EURUSD","2023-06-21 00:00:53.085Z",1.09195,1.09201
"exness","EURUSD","2023-06-21 00:00:53.359Z",1.09193,1.09199
"exness","EURUSD","2023-06-21 00:00:53.397Z",1.09191,1.09198
"exness","EURUSD","2023-06-21 00:00:53.424Z",1.0919,1.09196
"exness","EURUSD","2023-06-21 00:00:53.461Z",1.0919,1.09195
"exness","EURUSD","2023-06-21 00:00:53.707Z",1.0919,1.09196
"exness","EURUSD","2023-06-21 00:00:55.197Z",1.09191,1.0919699999999999
"exness","EURUSD","2023-06-21 00:01:01.288Z",1.0919,1.09196
"exness","EURUSD","2023-06-21 00:01:03.471Z",1.0919,1.09195
"exness","EURUSD","2023-06-21 00:01:04.534Z",1.09189,1.09195
"exness","EURUSD","2023-06-21 00:01:05.577Z",1.09188,1.09194
"exness","EURUSD","2023-06-21 00:01:06.579Z",1.09186,1.09193
"exness","EURUSD","2023-06-21 00:01:07.752Z",1.09187,1.09192
"exness","EURUSD","2023-06-21 00:01:07.926Z",1.09185,1.09192
"exness","EURUSD","2023-06-21 00:01:07.952Z",1.09184,1.0919
"exness","EURUSD","2023-06-21 00:01:09.004Z",1.09183,1.09189
"exness","EURUSD","2023-06-21 00:01:12.146Z",1.09184,1.0919
"exness","EURUSD","2023-06-21 00:01:13.411Z",1.09185,1.09192
"exness","EURUSD","2023-06-21 00:01:15.524Z",1.09187,1.09193
"exness","EURUSD","2023-06-21 00:01:16.525Z",1.09186,1.09193
"exness","EURUSD","2023-06-21 00:01:17.072Z",1.09188,1.09194
"exness","EURUSD","2023-06-21 00:01:18.503Z",1.09188,1.09193
"exness","EURUSD","2023-06-21 00:01:19.019Z",1.09186,1.09192
"exness","EURUSD","2023-06-21 00:01:21.246Z",1.09184,1.0919
"exness","EURUSD","2023-06-21 00:01:25.014Z",1.09185,1.0919
"exness","EURUSD","2023-06-21 00:01:27.816Z",1.09183,1.09189
"exness","EURUSD","2023-06-21 00:01:28.918Z",1.09182,1.09189
"exness","EURUSD","2023-06-21 00:01:30.069Z",1.09182,1.09188
"exness","EURUSD","2023-06-21 00:01:32.089Z",1.09183,1.09188
"exness","EURUSD","2023-06-21 00:01:36.555Z",1.09183,1.09189
"exness","EURUSD","2023-06-21 00:01:41.848Z",1.09185,1.0919
"exness","EURUSD","2023-06-21 00:01:41.872Z",1.09185,1.09192
"exness","EURUSD","2023-06-21 00:01:42.901Z",1.09186,1.09191
"exness","EURUSD","2023-06-21 00:01:43.029Z",1.09185,1.09191
"exness","EURUSD","2023-06-21 00:01:44.091Z",1.09183,1.09189
"exness","EURUSD","2023-06-21 00:01:44.492Z",1.09183,1.09188
"exness","EURUSD","2023-06-21 00:01:49.629Z",1.09183,1.0919
"exness","EURUSD","2023-06-21 00:01:50.959Z",1.09184,1.0919
"exness","EURUSD","2023-06-21 00:01:54.655Z",1.09184,1.09191
"exness","EURUSD","2023-06-21 00:01:57.951Z",1.09185,1.09191
"exness","EURUSD","2023-06-21 00:01:58.031Z",1.09184,1.0919
"exness","EURUSD","2023-06-21 00:01:58.085Z",1.09182,1.09188
"exness","EURUSD","2023-06-21 00:01:58.095Z",1.09181,1.09187
"exness","EURUSD","2023-06-21 00:01:59.577Z",1.09179,1.09185
"exness","EURUSD","2023-06-21 00:02:00.476Z",1.09181,1.09186
"exness","EURUSD","2023-06-21 00:02:01.580Z",1.09179,1.09185
"exness","EURUSD","2023-06-21 00:02:04.203Z",1.09178,1.09184
"exness","EURUSD","2023-06-21 00:02:09.958Z",1.09179,1.09185
"exness","EURUSD","2023-06-21 00:02:11.251Z",1.0918,1.09186
"exness","EURUSD","2023-06-21 00:02:12.901Z",1.0918,1.09185
"exness","EURUSD","2023-06-21 00:02:14.359Z",1.0918,1.09186
"exness","EURUSD","2023-06-21 00:02:25.812Z",1.09179,1.09186
"exness","EURUSD","2023-06-21 00:02:27.015Z",1.0918,1.09186
"exness","EURUSD","2023-06-21 00:02:35.646Z",1.0918,1.09187
"exness","EURUSD","2023-06-21 00:02:36.765Z",1.0918,1.09186
"exness","EURUSD","2023-06-21 00:02:40.405Z",1.09179,1.09186
"exness","EURUSD","2023-06-21 00:02:42.065Z",1.0918,1.09186
"exness","EURUSD","2023-06-21 00:02:43.118Z",1.0918,1.09185
"exness","EURUSD","2023-06-21 00:02:44.305Z",1.0918,1.09186
"exness","EURUSD","2023-06-21 00:02:44.333Z",1.09181,1.09187
"exness","EURUSD","2023-06-21 00:02:45.377Z",1.09182,1.09187
"exness","EURUSD","2023-06-21 00:02:45.509Z",1.0918,1.09186
"exness","EURUSD","2023-06-21 00:02:47.076Z",1.09181,1.09186
"exness","EURUSD","2023-06-21 00:02:49.342Z",1.0918,1.09186
"exness","EURUSD","2023-06-21 00:02:53.973Z",1.09179,1.09185
"exness","EURUSD","2023-06-21 00:02:57.145Z",1.09178,1.09184
"exness","EURUSD","2023-06-21 00:02:58.503Z",1.09177,1.09184
"exness","EURUSD","2023-06-21 00:02:59.910Z",1.09178,1.09183
"exness","EURUSD","2023-06-21 00:03:02.359Z",1.09177,1.09184
"exness","EURUSD","2023-06-21 00:03:05.558Z",1.09178,1.09185
"exness","EURUSD","2023-06-21 00:03:06.501Z",1.0918,1.09185
"exness","EURUSD","2023-06-21 00:03:09.477Z",1.09178,1.09185
"exness","EURUSD","2023-06-21 00:03:09.913Z",1.09177,1.09183
"exness","EURUSD","2023-06-21 00:03:11.494Z",1.09176,1.09182
"exness","EURUSD","2023-06-21 00:03:11.817Z",1.09174,1.09181
"exness","EURUSD","2023-06-21 00:03:12.694Z",1.09174,1.09179
"exness","EURUSD","2023-06-21 00:03:13.512Z",1.09175,1.09181
"exness","EURUSD","2023-06-21 00:03:15.965Z",1.09176,1.09182
"exness","EURUSD","2023-06-21 00:03:21.271Z",1.09177,1.09183
"exness","EURUSD","2023-06-21 00:03:23.562Z",1.09179,1.09185
"exness","EURUSD","2023-06-21 00:03:25.434Z",1.09181,1.09187
"exness","EURUSD","2023-06-21 00:03:30.030Z",1.09182,1.09187
"exness","EURUSD","2023-06-21 00:03:31.299Z",1.09182,1.09189
"exness","EURUSD","2023-06-21 00:03:33.692Z",1.09182,1.09187
"exness","EURUSD","2023-06-21 00:03:36.057Z",1.09181,1.09187
"exness","EURUSD","2023-06-21 00:03:37.309Z",1.0918,1.09186
"exness","EURUSD","2023-06-21 00:03:39.016Z",1.09179,1.09186
"exness","EURUSD","2023-06-21 00:03:39.536Z",1.09181,1.09186
"exness","EURUSD","2023-06-21 00:03:40.550Z",1.09181,1.09187
"exness","EURUSD","2023-06-21 00:03:40.665Z",1.09183,1.09189
"exness","EURUSD","2023-06-21 00:03:41.681Z",1.09183,1.09188
"exness","EURUSD","2023-06-21 00:03:42.686Z",1.09183,1.09189
"exness","EURUSD","2023-06-21 00:03:46.647Z",1.09182,1.09189
"exness","EURUSD","2023-06-21 00:03:46.991Z",1.09181,1.09187
"exness","EURUSD","2023-06-21 00:03:48.652Z",1.09182,1.09189
"exness","EURUSD","2023-06-21 00:03:48.760Z",1.09184,1.09189
"exness","EURUSD","2023-06-21 00:03:55.959Z",1.09183,1.0919
"exness","EURUSD","2023-06-21 00:04:00.086Z",1.09184,1.0919
"exness","EURUSD","2023-06-21 00:04:01.208Z",1.09184,1.09189
"exness","EURUSD","2023-06-21 00:04:02.810Z",1.09184,1.0919
"exness","EURUSD","2023-06-21 00:04:04.672Z",1.09186,1.09192
"exness","EURUSD","2023-06-21 00:04:05.833Z",1.09187,1.09193
"exness","EURUSD","2023-06-21 00:04:09.251Z",1.09185,1.09192
"exness","EURUSD","2023-06-21 00:04:10.253Z",1.09187,1.09192
"exness","EURUSD","2023-06-21 00:04:11.271Z",1.09187,1.09193
"exness","EURUSD","2023-06-21 00:04:14.957Z",1.09188,1.09193
"exness","EURUSD","2023-06-21 00:04:17.528Z",1.09187,1.09194
"exness","EURUSD","2023-06-21 00:04:19.490Z",1.09187,1.09193
"exness","EURUSD","2023-06-21 00:04:21.004Z",1.09189,1.09195
"exness","EURUSD","2023-06-21 00:04:23.612Z",1.0919,1.09195
"exness","EURUSD","2023-06-21 00:04:28.111Z",1.09189,1.09195
"exness","EURUSD","2023-06-21 00:04:29.777Z",1.09189,1.09196
"exness","EURUSD","2023-06-21 00:04:31.045Z",1.09189,1.09195
"exness","EURUSD","2023-06-21 00:04:37.735Z",1.09189,1.09196
"exness","EURUSD","2023-06-21 00:04:54.939Z",1.09189,1.09195
"exness","EURUSD","2023-06-21 00:05:13.421Z",1.09189,1.09196
"exness","EURUSD","2023-06-21 00:05:17.321Z",1.0919,1.09196
"exness","EURUSD","2023-06-21 00:05:18.356Z",1.09189,1.09195
"exness","EURUSD","2023-06-21 00:05:22.223Z",1.09189,1.09194
"exness","EURUSD","2023-06-21 00:05:22.606Z",1.09188,1.09194
"exness","EURUSD","2023-06-21 00:05:22.826Z",1.09186,1.09192
"exness","EURUSD","2023-06-21 00:05:22.866Z",1.09185,1.09191
"exness","EURUSD","2023-06-21 00:05:23.510Z",1.09184,1.09189
"exness","EURUSD","2023-06-21 00:05:28.762Z",1.09183,1.09189
"exness","EURUSD","2023-06-21 00:05:48.817Z",1.09182,1.09189
"exness","EURUSD","2023-06-21 00:06:04.002Z",1.09183,1.09189
"exness","EURUSD","2023-06-21 00:06:06.959Z",1.09182,1.09189
"exness","EURUSD","2023-06-21 00:06:08.898Z",1.09181,1.09187
