"Exness","Symbol","Timestamp","Bid","Ask"
"exness","EURUSD","2023-06-23 00:00:00.047Z",1.0955300000000001,1.09558
"exness","EURUSD","2023-06-23 00:00:01.115Z",1.09554,1.09559
"exness","EURUSD","2023-06-23 00:00:04.288Z",1.09554,1.0956
"exness","EURUSD","2023-06-23 00:00:05.540Z",1.09555,1.0956
"exness","EURUSD","2023-06-23 00:00:06.392Z",1.09555,1.09561
"exness","EURUSD","2023-06-23 00:00:06.420Z",1.09557,1.09563
"exness","EURUSD","2023-06-23 00:00:06.443Z",1.09558,1.09564
"exness","EURUSD","2023-06-23 00:00:06.537Z",1.0956,1.09566
"exness","EURUSD","2023-06-23 00:00:07.214Z",1.09561,1.09567
"exness","EURUSD","2023-06-23 00:00:09.832Z",1.0956,1.09566
"exness","EURUSD","2023-06-23 00:00:12.086Z",1.0956,1.09567
"exness","EURUSD","2023-06-23 00:00:13.117Z",1.09561,1.09567
"exness","EURUSD","2023-06-23 00:00:15.234Z",1.0956,1.09566
"exness","EURUSD","2023-06-23 00:00:17.247Z",1.09561,1.09566
"exness","EURUSD","2023-06-23 00:00:18.314Z",1.0956,1.09565
"exness","EURUSD","2023-06-23 00:00:19.348Z",1.0956,1.09566
"exness","EURUSD","2023-06-23 00:00:20.671Z",1.09558,1.09564
"exness","EURUSD","2023-06-23 00:00:20.703Z",1.09557,1.09563
"exness","EURUSD","2023-06-23 00:00:21.458Z",1.09555,1.09561
"exness","EURUSD","2023-06-23 00:00:22.908Z",1.09555,1.0956
"exness","EURUSD","2023-06-23 00:00:23.993Z",1.09554,1.09561
"exness","EURUSD","2023-06-23 00:00:25.733Z",1.0955300000000001,1.09559
"exness","EURUSD","2023-06-23 00:00:26.289Z",1.09552,1.09557
"exness","EURUSD","2023-06-23 00:00:27.225Z",1.09551,1.09557
"exness","EURUSD","2023-06-23 00:00:29.358Z",1.09549,1.09556
"exness","EURUSD","2023-06-23 00:00:31.960Z",1.0955,1.09556
"exness","EURUSD","2023-06-23 00:00:33.912Z",1.09551,1.09557
"exness","EURUSD","2023-06-23 00:00:34.338Z",1.09551,1.09556
"exness","EURUSD","2023-06-23 00:00:35.449Z",1.0955,1.09555
"exness","EURUSD","2023-06-23 00:00:36.168Z",1.09549,1.09555
"exness","EURUSD","2023-06-23 00:00:36.665Z",1.09547,1.0955300000000001
"exness","EURUSD","2023-06-23 00:00:36.731Z",1.09546,1.09551
"exness","EURUSD","2023-06-23 00:00:37.838Z",1.09545,1.09551
"exness","EURUSD","2023-06-23 00:00:39.006Z",1.09546,1.09552
"exness","EURUSD","2023-06-23 00:00:40.011Z",1.09545,1.09551
"exness","EURUSD","2023-06-23 00:00:42.093Z",1.09545,1.0955
"exness","EURUSD","2023-06-23 00:00:44.566Z",1.09545,1.09551
"exness","EURUSD","2023-06-23 00:00:49.430Z",1.09546,1.09551
"exness","EURUSD","2023-06-23 00:00:50.550Z",1.09545,1.09551
"exness","EURUSD","2023-06-23 00:00:54.416Z",1.09545,1.0955
"exness","EURUSD","2023-06-23 00:00:57.763Z",1.09544,1.09551
"exness","EURUSD","2023-06-23 00:00:59.559Z",1.09543,1.09549
"exness","EURUSD","2023-06-23 00:00:59.634Z",1.09541,1.09547
"exness","EURUSD","2023-06-23 00:00:59.647Z",1.0954,1.09546
"exness","EURUSD","2023-06-23 00:01:00.242Z",1.09542,1.09547
"exness","EURUSD","2023-06-23 00:01:00.784Z",1.09542,1.09548
"exness","EURUSD","2023-06-23 00:01:00.822Z",1.09543,1.0955
"exness","EURUSD","2023-06-23 00:01:01.841Z",1.09544,1.0955
"exness","EURUSD","2023-06-23 00:01:11.427Z",1.09545,1.09552
"exness","EURUSD","2023-06-23 00:01:14.010Z",1.09546,1.09552
"exness","EURUSD","2023-06-23 00:01:14.605Z",1.09547,1.09552
"exness","EURUSD","2023-06-23 00:01:17.074Z",1.09546,1.09552
"exness","EURUSD","2023-06-23 00:01:18.026Z",1.09545,1.0955
"exness","EURUSD","2023-06-23 00:01:20.660Z",1.09545,1.09551
"exness","EURUSD","2023-06-23 00:01:22.675Z",1.09546,1.09552
"exness","EURUSD","2023-06-23 00:01:24.428Z",1.09547,1.0955300000000001
"exness","EURUSD","2023-06-23 00:01:24.839Z",1.09545,1.09551
"exness","EURUSD","2023-06-23 00:01:25.403Z",1.09544,1.0955
"exness","EURUSD","2023-06-23 00:01:25.589Z",1.09542,1.09548
"exness","EURUSD","2023-06-23 00:01:26.855Z",1.09543,1.09548
"exness","EURUSD","2023-06-23 00:01:27.890Z",1.09542,1.09547
"exness","EURUSD","2023-06-23 00:01:31.100Z",1.09542,1.09548
"exness","EURUSD","2023-06-23 00:01:32.201Z",1.09544,1.0955
"exness","EURUSD","2023-06-23 00:01:32.484Z",1.09545,1.0955
"exness","EURUSD","2023-06-23 00:01:32.498Z",1.09546,1.09552
"exness","EURUSD","2023-06-23 00:01:32.806Z",1.09547,1.0955300000000001
