"Exness","Symbol","Timestamp","Bid","Ask"
"exness","EURUSD","2023-06-15 00:00:01.180Z",1.08427,1.08432
"exness","EURUSD","2023-06-15 00:00:06.016Z",1.08427,1.08433
"exness","EURUSD","2023-06-15 00:00:06.643Z",1.08429,1.08435
"exness","EURUSD","2023-06-15 00:00:08.930Z",1.0843,1.08437
"exness","EURUSD","2023-06-15 00:00:08.973Z",1.08432,1.08438
"exness","EURUSD","2023-06-15 00:00:16.068Z",1.08433,1.08438
"exness","EURUSD","2023-06-15 00:00:27.690Z",1.0843099999999999,1.08437
"exness","EURUSD","2023-06-15 00:00:27.709Z",1.08429,1.08435
"exness","EURUSD","2023-06-15 00:00:30.041Z",1.08429,1.08434
"exness","EURUSD","2023-06-15 00:00:38.680Z",1.08428,1.08434
"exness","EURUSD","2023-06-15 00:00:38.732Z",1.08426,1.08432
"exness","EURUSD","2023-06-15 00:00:38.896Z",1.08425,1.0843099999999999
"exness","EURUSD","2023-06-15 00:00:43.870Z",1.08423,1.08429
"exness","EURUSD","2023-06-15 00:00:45.359Z",1.08421,1.08428
"exness","EURUSD","2023-06-15 00:00:45.426Z",1.0842,1.08426
"exness","EURUSD","2023-06-15 00:00:48.402Z",1.08419,1.08425
"exness","EURUSD","2023-06-15 00:00:54.673Z",1.0842,1.08427
"exness","EURUSD","2023-06-15 00:00:55.718Z",1.08419,1.08425
"exness","EURUSD","2023-06-15 00:01:02.865Z",1.0842,1.08427
"exness","EURUSD","2023-06-15 00:01:06.296Z",1.08418,1.08425
"exness","EURUSD","2023-06-15 00:01:16.070Z",1.0842,1.08425
"exness","EURUSD","2023-06-15 00:01:21.005Z",1.0842,1.08426
"exness","EURUSD","2023-06-15 00:01:31.336Z",1.08421,1.08427
"exness","EURUSD","2023-06-15 00:01:44.615Z",1.0842,1.08426
"exness","EURUSD","2023-06-15 00:02:03.234Z",1.08421,1.08427
"exness","EURUSD","2023-06-15 00:02:03.257Z",1.08422,1.08429
