"Exness","Symbol","Timestamp","Bid","Ask"
"exness","EURUSD","2023-06-06 00:00:01.897Z",1.0711,1.07116
"exness","EURUSD","2023-06-06 00:00:01.940Z",1.07109,1.07115
"exness","EURUSD","2023-06-06 00:00:05.446Z",1.07109,1.07114
"exness","EURUSD","2023-06-06 00:00:06.859Z",1.07106,1.07113
"exness","EURUSD","2023-06-06 00:00:10.132Z",1.07109,1.07115
"exness","EURUSD","2023-06-06 00:00:16.310Z",1.0711,1.07115
"exness","EURUSD","2023-06-06 00:00:16.965Z",1.0711,1.07117
"exness","EURUSD","2023-06-06 00:00:20.098Z",1.07113,1.07119
"exness","EURUSD","2023-06-06 00:00:20.124Z",1.07114,1.07121
"exness","EURUSD","2023-06-06 00:00:20.476Z",1.07116,1.07121
"exness","EURUSD","2023-06-06 00:00:20.869Z",1.07115,1.07121
"exness","EURUSD","2023-06-06 00:00:26.963Z",1.07116,1.07122
"exness","EURUSD","2023-06-06 00:00:45.477Z",1.07115,1.07121
"exness","EURUSD","2023-06-06 00:00:53.710Z",1.07114,1.0712
"exness","EURUSD","2023-06-06 00:00:58.838Z",1.07112,1.07118
"exness","EURUSD","2023-06-06 00:00:58.852Z",1.0711,1.07116
"exness","EURUSD","2023-06-06 00:00:58.879Z",1.07109,1.07115
"exness","EURUSD","2023-06-06 00:00:58.947Z",1.07108,1.07113
"exness","EURUSD","2023-06-06 00:01:03.999Z",1.07107,1.07113
"exness","EURUSD","2023-06-06 00:01:21.697Z",1.07105,1.07112
"exness","EURUSD","2023-06-06 00:01:21.711Z",1.07104,1.0711
"exness","EURUSD","2023-06-06 00:01:21.778Z",1.07102,1.07109
"exness","EURUSD","2023-06-06 00:01:58.429Z",1.07102,1.07107
"exness","EURUSD","2023-06-06 00:02:02.714Z",1.071,1.07107
"exness","EURUSD","2023-06-06 00:02:06.144Z",1.07103,1.07109
"exness","EURUSD","2023-06-06 00:02:06.175Z",1.07104,1.0711
"exness","EURUSD","2023-06-06 00:02:06.236Z",1.07106,1.07112
"exness","EURUSD","2023-06-06 00:02:30.380Z",1.07107,1.07112
"exness","EURUSD","2023-06-06 00:02:30.969Z",1.07105,1.07111
"exness","EURUSD","2023-06-06 00:02:33.088Z",1.07103,1.07109
"exness","EURUSD","2023-06-06 00:02:34.498Z",1.07102,1.07107
"exness","EURUSD","2023-06-06 00:02:38.277Z",1.07101,1.07107
"exness","EURUSD","2023-06-06 00:02:39.141Z",1.07099,1.07106
"exness","EURUSD","2023-06-06 00:02:39.247Z",1.07098,1.07104
"exness","EURUSD","2023-06-06 00:02:40.270Z",1.07096,1.07103
"exness","EURUSD","2023-06-06 00:02:42.193Z",1.07099,1.07105
"exness","EURUSD","2023-06-06 00:02:42.227Z",1.071,1.07107
"exness","EURUSD","2023-06-06 00:02:46.075Z",1.07102,1.07107
"exness","EURUSD","2023-06-06 00:02:54.122Z",1.07101,1.07107
"exness","EURUSD","2023-06-06 00:02:54.306Z",1.071,1.07105
"exness","EURUSD","2023-06-06 00:03:11.260Z",1.071,1.07107
"exness","EURUSD","2023-06-06 00:03:13.340Z",1.07102,1.07108
"exness","EURUSD","2023-06-06 00:03:13.359Z",1.07104,1.0711
"exness","EURUSD","2023-06-06 00:03:13.451Z",1.07105,1.07111
"exness","EURUSD","2023-06-06 00:03:14.452Z",1.07106,1.07111
"exness","EURUSD","2023-06-06 00:03:22.394Z",1.07107,1.07113
"exness","EURUSD","2023-06-06 00:03:22.542Z",1.07109,1.07115
"exness","EURUSD","2023-06-06 00:03:23.091Z",1.0711,1.07117
"exness","EURUSD","2023-06-06 00:03:37.415Z",1.07112,1.07118
"exness","EURUSD","2023-06-06 00:03:37.441Z",1.07114,1.07119
"exness","EURUSD","2023-06-06 00:03:37.452Z",1.07114,1.0712
"exness","EURUSD","2023-06-06 00:03:37.491Z",1.07116,1.07121
"exness","EURUSD","2023-06-06 00:03:40.154Z",1.07117,1.07124
"exness","EURUSD","2023-06-06 00:03:40.335Z",1.07119,1.07125
"exness","EURUSD","2023-06-06 00:03:40.439Z",1.07121,1.07127
"exness","EURUSD","2023-06-06 00:03:40.465Z",1.07122,1.07128
"exness","EURUSD","2023-06-06 00:03:40.759Z",1.07124,1.0713
"exness","EURUSD","2023-06-06 00:03:46.777Z",1.07125,1.07132
"exness","EURUSD","2023-06-06 00:03:47.492Z",1.07127,1.07132
"exness","EURUSD","2023-06-06 00:03:47.621Z",1.07127,1.0713300000000001
"exness","EURUSD","2023-06-06 00:03:54.336Z",1.07126,1.07132
"exness","EURUSD","2023-06-06 00:03:54.493Z",1.07124,1.0713
"exness","EURUSD","2023-06-06 00:03:59.235Z",1.07123,1.07129
"exness","EURUSD","2023-06-06 00:04:00.975Z",1.07123,1.07128
"exness","EURUSD","2023-06-06 00:04:03.007Z",1.07121,1.07128
"exness","EURUSD","2023-06-06 00:04:03.044Z",1.0712,1.07126
"exness","EURUSD","2023-06-06 00:04:11.234Z",1.07121,1.07127
"exness","EURUSD","2023-06-06 00:04:14.713Z",1.07121,1.07126
"exness","EURUSD","2023-06-06 00:04:30.812Z",1.0712,1.07126
